Niveau;Vocabulaire;Signification;Lecture
N2;見本;échantillon;みほん
N2;見舞いする;"prendre des nouvelles de quelqu'un malade,
envoyer une lettre de rétablissement";みまいする
N2;見舞う [五段];rendre visite à un malade;みまう
N2;未満;moins de;みまん
N5;耳;oreille;みみ
N3;都;capitale, métropole;みやこ
N3;妙;étrange, inhabituel;みょう
N2;明;le prochain, le suivant (suivi d'une date);みょう
N3;明後日;après-demain;みょうごにち
N2;名字;nom de famille;みょうじ
N3;未来;futur (lointain);みらい
N2;;millimètre;ミリメートル
N3;魅力;charme, séduction;みりょく
N5;見る・観る・視る [一段];voir;みる
N2;診る [一段];examiner (médical);みる
N3;;lait;ミルク
N2;民間;privé, civil;みんかん
N2;民主;démocratie;みんしゅ
N2;民主;démocratique;みんしゅ
N2;民謡;chanson populaire;みんよう
N3;無;préfixe de négation ou de privatif;む
N5;六日;sixième jour du mois, 6 jours;むいか
N3;向かい;de l'autre côté de, en face de;むかい
N2;向かう [五段];se diriger vers, faire face à;むかう
N3;迎え;"rencontre, accueil, le fait d'aller à la rencontre de
quelqu'un";むかえ
N4;迎える [一段];"accueillir, recevoir, accepter quelqu'un, aller à
l'encontre de, aller chercher quelqu'un";むかえる
N4;昔;auparavant, autrefois;むかし
N2;向き;destiné à, orienté pour;むき
N2;向き;convenance, orientation, pertinence, aspect;むき
N3;向く [五段];faire face à, se tourner vers, correspondre à;むく
N2;剥く [五段];éplucher, peler, décortiquer;むく
N2;向け;destiné à, à destination de, orienté pour;むけ
N3;向ける [一段];se diriger vers;むける
N2;無限;infini;むげん
N5;向こう;de l'autre côté;むこう
N2;無効;invalide, sans effet;むこう
N4;虫;insecte;むし
N2;無地;unie (pour une couleur);むじ
N2;蒸し暑い;chaud et humide;むしあつい
N3;無視する;ne pas tenir compte de, fermer les yeux sur, ignorer;むしする
N3;虫歯;carie, dent cariée;むしば
N2;矛盾;désaccord, contradiction;むじゅん
N3;寧ろ;plutôt que, au lieu de;むしろ
N2;蒸す [五段];faire cuire à la vapeur;むす
N2;無数;innombrable, en grande quantité, indénombrable;むすう
N5;難しい;difficile;むずかしい
N4;息子;fils;むすこ
N3;結ぶ [五段];attacher, nouer, lier;むすぶ
N4;娘;fille, femme non mariée;むすめ
N3;無駄;futile, absurbe, inutile;むだ
N3;夢中;absorbé, en plein rêve, dans un état second;むちゅう
N5;六つ;six;むっつ
N3;胸;poitrine;むね
N4;村;village;むら
N2;紫;violet;むらさき
N4;無理;impossible, inutile, déraisonnable;むり
N3;無料;gratuit;むりょう
N2;群;"groupe d'animaux (troupeau, essaim…), groupe,
grappe (de fleurs), amas (d'étoiles)";むれ
N5;目;oeil;め
N5;目;"compteur des numéros d'ordre (suffixe en -ième
comme dans deuxième)";め
N3;芽;bourgeon, bouton (d'une fleur);め
N2;姪;nièce;めい
N2;名;célèbre, réputé, formidable;めい
N2;名;"compteur pour les personnes (notamment pour les
réservation, les nombres de place…) (hon)";めい
N2;名;nom;めい
N3;明確;clair, qui clarifie, qui précise les choses;めいかく
N2;名作;chef d'œuvre;めいさく
N2;名詞;nom, substantif;めいし
N2;名刺;carte de visite;めいし
N2;名所;lieu célèbre, site réputé;めいしょ
N3;命じる [一段];"ordonner, commander, nommer (quelqu'un à un
poste)";めいじる
N2;迷信;superstition;めいしん
N3;名人;expert, maître, virtuose;めいじん
N2;名物;produit célèbre, spécialité d'une région;めいぶつ
N2;銘々;chacun, individuellement;めいめい
N3;命令;ordre, commandement, directive;めいれい
N3;迷惑;emmerdement, embêtement, ennui (vulg);めいわく
N2;目上;supérieur, sénior;めうえ
N2;;compteur (d'eau, de gaz par exemple), mètre;メーター
N5;;mètre;メートル
N5;眼鏡;lunette;めがね
N2;恵まれる [一段];avoir le bienfait de, être béni par;めぐまれる
N2;巡る [五段];tourner autour, entourer;めぐる
N2;目指す [五段];avoir pour but, avoir un œil sur;めざす
N2;目覚まし;réveille-matin;めざまし
N3;飯;plat, repas, nourriture, riz cuit;めし
N4;召し上がる [五段];manger (poli);めしあがる
N2;目下;subalterne, junior;めした
N2;目印;marque, signe, point de repère;めじるし
N4;珍しい;inhabituel, rare, insolite;めずらしい
N2;目立つ [五段];se détacher, ressortir, se remarquer, être en avant;めだつ
N2;目茶苦茶;absurde, ridicule, illogique;めちゃくちゃ
N2;;remarquablement, sensiblement;めっきり
N3;滅多に;rarement (+négatif);めったに
N2;目出度い;spécial, propice, joyeux, innocent, agréable;めでたい
N2;目出度い;heureux, joyeux, propice;めでたい
N2;;menu;メニュー
N2;目眩;vertige, étourdissement;めまい
N3;;note, memo;メモ
N2;目安;approximation, critère, but, niveau;めやす
N3;面;face, masque, surface;めん
N3;綿;coton;めん
N3;免許;permis, licence, certificat, autorisation;めんきょ
N2;免税;exemption de taxe, exonération de douane;めんぜい
N2;面積;aire, étendue;めんせき
N2;面接;entretien, interview;めんせつ
N3;面倒;difficulté, trouble, problème, soin;めんどう
N2;面倒臭い;embêtant, ennuyeux, désagréable;めんどうくさい
N3;;membre;メンバー
N5;;encore, plus, déjà;もう
N2;儲かる [五段];être profitable;もうかる
N2;儲ける [一段];avoir un enfant, gagner de l'argent, obtenir;もうける
N2;設ける [一段];établier, fonder, créer;もうける
N4;申し上げる [一段];dire, raconter (poli);もうしあげる
N3;申し込む [五段];faire une demande de, souscrire, s'abonner,demander (une interview, un entretien);もうしこむ
N3;申し訳;excuse;もうしわけ
N2;申し訳ない;inexcusable;もうしわけない
N4;申す [五段];dire (hum);もうす
N4;もう直ぐ;très prochainement;もうすぐ
N3;毛布;couverture en laine;もうふ
N3;燃える [一段];brûler, se consumer;もえる
N2;;moteur;モーター
N2;木材;bois de construction;もくざい
N2;目次;table des matières;もくじ
N3;目的;objectif, but;もくてき
N3;目標;objectif, but, cible;もくひょう
N3;木曜・木;jeudi;もくよう・もく
N5;木曜日;jeudi;もくようび
N2;潜る [五段];plonger (dans l'eau), s'enfoncer dans;もぐる
N4;若し;si, au cas où;もし
N3;文字;lettre de l'alphabet, caractères d'écriture;もじ・もんじ
N2;若しかしたら;peut-être;もしかしたら
N2;若しかすると;peut-être;もしかすると
N3;若しも;si;もしも
N5;;hallo (au téléphone);もしもし
N2;凭れる [一段];s'appuyer contre, s'adosser à, peser sur l'estomac;もたれる
N2;;moderne;モダン
N2;餅;mochi (gâteau de riz glutineux);もち
N2;持ち;usage, emploi;もち
N3;持ち上げる [一段];soulever, lever, augmenter, flatter;もちあげる
N3;用いる [一段];utiliser;もちいる
N5;勿論;bien sûr, évidemment;もちろん
N5;持つ [五段];tenir, porter, posséder;もつ
N2;勿体ない;"trop bien, plus que nécessaire, qui consomme
beaucoup, gaspilleur";もったいない
N2;以って;au moyen de, avec, étant donné que, vu que;もって
N5;;plus;もっと
N3;最も;le plus, extrêmement;もっとも
N3;尤も;naturel, vraisemblable, plausible;もっとも
N2;;modèle;モデル
N3;元・素・基;base, origine, fondement, cause;もと
N3;戻す [五段];restaurer, retourner, rendre, restituer;もどす
N3;基づく [五段];se fonder sur, se baser sur;もとづく
N3;求める [一段];rechercher, demander, vouloir, souhaiter;もとめる
N2;元々;à l'origine, depuis le départ, par nature;もともと
N4;戻る [五段];retourner (vers), revenir (à);もどる
N5;物;chose, objet;もの
N3;者;individu, personne;もの
N2;物置;débarras, resserre, remise;ものおき
N3;物音;bruit;ものおと
N3;物語;conte, histoire, légende;ものがたり
N2;物語る [五段];raconter;ものがたる
N3;物事;chose, affaire;ものごと
N2;物差し・物指;règle, double-décimètre;ものさし
N2;物凄い;stupéfiant, épouvantable, affreux, terrible;ものすごい
N2;;monorail;モノレール
N2;紅葉;érable, couleurs d'automne;"もみじ・こうよ
う"
N2;揉む [五段];frotter, chiffonner, froisser, masser;もむ
N4;木綿;coton;もめん
N2;腿;cuisse;もも
N2;燃やす [五段];brûler;もやす
N3;模様;motif, figure;もよう
N2;催し;évènement, festivité, rencontre sociale;もよおし
N4;貰う [五段];recevoir;もらう
N2;森;forêt;もり
N2;盛る [五段];servir (de la nourriture), prescrire (un médicament);もる
N5;門;porte;もん
N2;問;question, compteur pour les questions;もん
N3;文句;tournure de phrase, plainte;もんく
N5;問題;problème, sujet à traiter, question;もんだい
N2;問答;questions-réponses, dialogue;もんどう
N2;屋・家;boutique de, magasin de;や
N5;八百屋;maraîcher, marchand de fruits et légumes;やおや
N3;軈て;avant longtemps, bientôt;やがて
N2;喧しい;bruyant, turbulent, stric, pointilleux;やかましい
N2;夜間;durant la nuit;やかん
N2;薬缶;bouilloire;やかん
N4;焼く [五段];griller, rôtir;やく
N3;役;rôle, situation, fonction, service;やく
N3;約;environ;やく
N3;訳;"traduction, version (traduction d'une langue
étrangère vers la langue maternelle du traducteur)";やく
N2;役者;acteur, actrice;やくしゃ
N2;役所;centre administratif, bureau administratif;やくしょ
N2;訳す [五段];traduire;やくす
N2;訳する;traduire;やくする
N4;約束;promesse, engagement;やくそく
N4;役立つ [五段];être utile;やくだつ
N4;役に立つ [五段];être utile;やくにたつ
N2;役人;fonctionnaire;やくにん
N2;薬品;médicament;やくひん
N2;役目;fonction, rôle;やくめ
N3;役割;fonction, rôle;やくわり
N2;火傷;brûlure;やけど
N4;焼ける [一段];être brûlé;やける
N2;夜行する;se promener le soir;やこうする
N5;野菜;légume;やさい
N5;優しい;facile, simple, gentil;やさしい
N5;易しい;facile, simple;やさしい
N2;矢印;flèche de direction;やじるし
N5;安い;peu cher, bon marché, calme, paisible;やすい
N4;易い;facile à;やすい
N5;休み;vacances, congé, repos;やすみ
N5;休む [五段];se reposer, être absent, prendre un congé;やすむ
N4;痩せる [一段];perdre du poids;やせる
N2;矢鱈に;avec imprudence, aveuglément;やたらに
N3;家賃;loyer;やちん
N3;厄介;fardeau, ennui, souci, tracas;やっかい
N2;薬局;pharmacie;やっきょく
N5;八つ;huit;やっつ
N2;遣っ付ける [一段];battre, attaquer, terminer, finir;やっつける
N2;;enfin;やっと
N4;;comme je le pensais;やっぱり・やはり
N3;宿;auberge, logement;やど
N3;雇う [五段];embaucher, employer, louer (un moyen de transport);やとう
N2;家主;propriétaire (d'un logement);やぬし
N3;屋根;toît;やね
N2;破く [五段];déchirer, détruire, briser;やぶく
N3;破る [五段];déchirer, rompre, détruire, casser;やぶる
N2;破れる [一段];se déchirer, se détruire, être battu;やぶれる
N5;山;montagne, mont;やま
N4;止む [五段];"cesser, s'arrêter (en parlant de la pluie, la neige...),
être terminé";やむ
N2;やむを得ない;inévitable, inéluctable;やむをえない
N4;止める [一段];arrêter, stopper;やめる
N3;辞める [一段];démissionner, quitter une entreprise;やめる
N3;稍;un peu, en partie, un petit moment, quelque peu;やや
N5;遣る [五段];faire;やる
N4;遣る [五段];donner à quelqu'un d'inférieur en rang;やる
N4;柔らかい・軟らかい;doux, tendre, mou;やわらかい
N3;唯一;seul, unique;ゆいいつ
N2;遊園地;parc d'attraction;ゆうえんち
N5;夕方;soir, soirée;ゆうがた
N2;夕刉;édition du soir (pour un journal);ゆうかん
N3;勇気;courage, bravoure;ゆうき
N3;有効;valide, disponible, efficace;ゆうこう
N2;友好;amitié;ゆうこう
N3;優秀;excellent, supérieur;ゆうしゅう
N3;優勝;victoire;ゆうしょう
N3;友情;amitié, camaraderie;ゆうじょう
N2;優勝する;remporter une victoire;ゆうしょうする
N3;友人;ami;ゆうじん
N2;郵送する;poster (une lettre), expédier;ゆうそうする
N2;夕立;soudaine averse le soir;ゆうだち
N3;有能;compétent, capable, efficace;ゆうのう
N4;夕飯;dîner, repas du soir;ゆうはん
N2;夕日;soleil couchant;ゆうひ
N3;郵便;service postal, courrier;ゆうびん
N5;郵便局;bureau de poste;ゆうびんきょく
N4;昨夜;hier soir;ゆうべ
N3;夕べ;soir, soirée;ゆうべ
N5;有名;célèbre;ゆうめい
N3;;humour;ユーモア
N2;悠々と;calmement, tranquillement, de manière détendue;ゆうゆうと
N3;有利;profitable, avantageux, lucratif;ゆうり
N2;有料;payant;ゆうりょう
N3;床;plancher, sol;ゆか
N3;愉快;joyeux, heureux, plaisant;ゆかい
N2;浴衣;yukata (kimono léger en coton);ゆかた
N5;雪;neige;ゆき
N2;行方;destination, direction;ゆくえ
N2;湯気;vapeur, buée;ゆげ
N2;輸血;transfusion sanguine;ゆけつ
N4;輸出;exportations;ゆしゅつ
N3;譲る [五段];"transmettre, assigner, céder (quelque chose à
quelqu'un)";ゆずる
N2;輸送;transport;ゆそう
N3;豊か;abondant, riche, prospère;ゆたか
N2;油断;négligence, manque de préparation;ゆだん
N5;;lentement, tranquillement;ゆっくり
N2;茹でる [一段];faire bouillir;ゆでる
N4;輸入;importation, introduction;ゆにゅう
N2;湯飲み;tasse à thé;ゆのみ
N4;指;doigt;ゆび
N2;指輪;bague;ゆびわ
N4;夢;rêve;ゆめ
N2;緩い;dénoué, ample, lent;ゆるい
N3;許す [五段];pardonner, excuser, permettre, autoriser;ゆるす
N4;揺れる [一段];être secoué, être remué, trembler;ゆれる
N3;夜明け;aube, aurore;よあけ
N2;;expression qui indique un effort, ho ! hisse !;よいしょ
N4;用;affaire (business), utilisation, tâche;よう
N3;様;de forme, de style, similaire à, à la manière de;よう
N3;酔う [五段];se saouler;よう
N4;用意;préparation;ようい
N3;容易;clair, simple, facile;ようい
N5;八日;huitième jour du mois, 8 jours;ようか
N2;溶岩;lave;ようがん
N3;陽気;saison, temps, gaieté;ようき
N2;容器;récipient, vase;ようき
N3;要求;demande, requête;ようきゅう
N2;要求する;demander, réquisitionner, faire une requête;ようきゅうする
N2;用語;terme, terminologie;ようご
N2;要旨;résumé, points essentiels, fondamentaux;ようし
N4;用事;tâche, affaire, chose à faire;ようじ
N2;幼児;enfant, bébé, nourrisson;ようじ
N3;用心;précaution, soin, vigilance;ようじん
N3;様子;état, aspect, apparence;ようす
N2;様子;état, situation, circonstances, aspect;ようす
N2;要する;avoir besoin de, exiger, réclamer;ようする
N3;要するに;en bref;ようするに
N2;容積;capacité, contenance, volume;ようせき
N3;要素;composante, élément (d'un tableau par exemple);ようそ
N2;幼稚;puéril, infantile;ようち
N2;幼稚園;école maternelle;ようちえん
N3;要点;point essentiel;ようてん
N2;用途;utilisation, utilité;ようと
N3;曜日;jour de la semaine;ようび
N2;洋品店;magasin de produits de style occidental;ようひんてん
N5;洋服;vêtements occidentaux;ようふく
N2;養分;nourriture, nutriment;ようぶん
N2;羊毛;laine;ようもう
N2;漸く;avec peine, tout juste;ようやく
N2;要領;essentiel, grandes lignes, points importants;ようりょう
N3;;Europe;ヨーロッパ
N3;予期;prévision, attentes;よき
N5;好く;bien, adroitement;よく
N5;克く;souvent;よく
N2;翌;le suivant;よく
N4;;vous voilà donc, vous voilà !;"よくいらっしゃ
いました"
N2;欲張り;avarice;よくばり
N2;余計;superflu, inutile, excédant;よけい
N5;横;côté (d'un boîte, d'un bâtiment...);よこ
N3;横切る [五段];croiser (les bras par exemple), traverser;よこぎる
